time_s,Vibration [a.u.],Tacho_pulse
2.0842,1.314886011,0
2.0844,1.289004555,0
2.0846,1.269409089,0
2.0848,1.30001502,0
2.085,1.271609877,0
2.0852,1.236244339,0
2.0854,1.242651631,0
2.0856,1.228569398,0
2.0858,1.175183452,0
2.086,1.207059568,0
2.0862,1.218825651,0
2.0864,1.124003401,0
2.0866,1.145823293,0
2.0868,1.086982053,0
2.087,1.045498278,0
2.0872,1.050731206,0
2.0874,0.9523275952,0
2.0876,0.99974542,0
2.0878,0.9332125479,0
2.088,0.9025239662,0
2.0882,0.8931248135,0
2.0884,0.9274181312,0
2.0886,0.8224286648,0
2.0888,0.823169742,0
2.089,0.7491543289,0
2.0892,0.701280367,0
2.0894,0.7080565287,0
2.0896,0.722251601,0
2.0898,0.6835612928,0
2.09,0.6359744899,0
2.0902,0.6791220124,0
2.0904,0.6033546651,0
2.0906,0.6464603823,0
2.0908,0.5348176785,0
2.091,0.5465620243,0
2.0912,0.5195579224,0
2.0914,0.5170344068,0
2.0916,0.5192377282,0
2.0918,0.5052385465,0
2.092,0.4478944615,0
2.0922,0.4122490813,0
2.0924,0.4306401225,0
2.0926,0.4249422206,0
2.0928,0.4321515026,0
2.093,0.4367958085,0
2.0932,0.4061083201,0
2.0934,0.4452027982,0
2.0936,0.3842376909,0
2.0938,0.3291380771,0
2.094,0.4350673851,0
2.0942,0.4099990552,0
2.0944,0.3498153562,0
2.0946,0.3890883768,0
2.0948,0.2289528486,0
2.095,0.3109870774,0
2.0952,0.2438652183,0
2.0954,0.3045834154,0
2.0956,0.2786092687,0
2.0958,0.2689543842,0
2.096,0.2538945258,0
2.0962,0.2192738593,0
2.0964,0.213538067,0
2.0966,0.166120733,0
2.0968,0.1893929178,0
2.097,0.1668941585,0
2.0972,0.09846790064,0
2.0974,0.1957025129,0
2.0976,0.05179247766,0
2.0978,0.0592057233,0
2.098,0.006719293113,0
2.0982,-0.0540222199,0
2.0984,0.003236402479,0
2.0986,0.03874446876,0
2.0988,0.01538837728,0
2.099,-0.06798445713,0
2.0992,-0.02566777265,0
2.0994,-0.08359268189,0
2.0996,-0.1307101864,0
2.0998,-0.1985904753,0
2.1,-0.1096430078,0
2.1002,-0.1156466394,0
2.1004,-0.1745970082,0
2.1006,-0.2378790577,0
2.1008,-0.2128810652,0
2.101,-0.2412106418,0
2.1012,-0.2816908138,0
2.1014,-0.2901400986,0
2.1016,-0.3197588495,0
2.1018,-0.278543009,0
2.102,-0.3604742558,0
2.1022,-0.4180908184,0
2.1024,-0.3294681207,0
2.1026,-0.355397324,0
2.1028,-0.3355491917,0
2.103,-0.3992755477,0
2.1032,-0.379892172,0
2.1034,-0.3528053434,0
2.1036,-0.4279596951,0
2.1038,-0.4600953947,0
2.104,-0.4530639601,0
2.1042,-0.3891497832,0
2.1044,-0.4782423693,0
2.1046,-0.4549636109,0
2.1048,-0.4682223813,0
2.105,-0.4523193815,0
2.1052,-0.4849265479,0
2.1054,-0.4734216375,0
2.1056,-0.5497495904,0
2.1058,-0.459298611,0
2.106,-0.3857855974,0
2.1062,-0.5503438413,0
2.1064,-0.5853144818,0
2.1066,-0.6554495383,0
2.1068,-0.5733664942,0
2.107,-0.6774740212,0
2.1072,-0.6228956603,0
2.1074,-0.6212075483,0
2.1076,-0.6662235801,0
2.1078,-0.6715923929,0
2.108,-0.8150847988,0
2.1082,-0.8609558925,0
2.1084,-0.7657709493,0
2.1086,-0.8471428945,0
2.1088,-0.869651148,0
2.109,-0.9483308506,0
2.1092,-0.9817925964,0
2.1094,-1.01921972,0
2.1096,-1.078978381,0
2.1098,-1.010309783,0
2.11,-1.031742732,0
2.1102,-1.081973939,0
2.1104,-1.095498787,0
2.1106,-1.173382002,0
2.1108,-1.26129087,0
2.111,-1.241922368,0
2.1112,-1.182493247,0
2.1114,-1.210258613,0
2.1116,-1.287649328,0
2.1118,-1.28123412,0
2.112,-1.254256286,0
2.1122,-1.300277002,0
2.1124,-1.342378973,0
2.1126,-1.336577268,0
2.1128,-1.295501519,0
2.113,-1.326569181,0
2.1132,-1.267633033,0
2.1134,-1.290828142,0
2.1136,-1.246169623,0
2.1138,-1.261921844,0
2.114,-1.206235744,0
2.1142,-1.164205628,0
2.1144,-1.123634528,0
2.1146,-1.078281066,0
2.1148,-0.9773438181,0
2.115,-0.9991480196,0
2.1152,-0.9754416739,0
2.1154,-0.90327062,0
2.1156,-0.9247646807,0
2.1158,-0.8091516749,0
2.116,-0.7572885543,0
2.1162,-0.6207554511,0
2.1164,-0.5831841554,0
2.1166,-0.4622485444,0
2.1168,-0.4291067768,0
2.117,-0.3905434714,0
2.1172,-0.279215897,0
2.1174,-0.2389617413,0
2.1176,-0.1119627175,0
2.1178,-0.02472754803,0
2.118,0.02710077762,1
2.1182,0.0936265161,1
2.1184,0.1559290101,1
2.1186,0.2985087982,1
2.1188,0.311819506,1
2.119,0.4791007155,1
2.1192,0.5537291995,1
2.1194,0.5859758663,1
2.1196,0.6753968209,1
2.1198,0.7723708514,1
2.12,0.8074312529,1
2.1202,0.8454994714,1
2.1204,0.8874350075,1
2.1206,0.9645804764,1
2.1208,1.022702738,1
2.121,1.063242728,0
2.1212,1.126914794,0
2.1214,1.070271121,0
2.1216,1.131987271,0
2.1218,1.163643622,0
2.122,1.2408582,0
2.1222,1.230560495,0
2.1224,1.255265091,0
2.1226,1.345775401,0
2.1228,1.383522263,0
2.123,1.310863265,0
2.1232,1.280138278,0
2.1234,1.271999786,0
2.1236,1.307481408,0
2.1238,1.223979525,0
2.124,1.296773788,0
2.1242,1.226525384,0
2.1244,1.314370032,0
2.1246,1.206024741,0
2.1248,1.200711985,0
2.125,1.144446063,0
2.1252,1.19539061,0
2.1254,1.075458042,0
2.1256,1.104240041,0
2.1258,1.057742138,0
2.126,1.040227974,0
2.1262,1.007527725,0
2.1264,0.9768373223,0
2.1266,0.9636992737,0
2.1268,0.9207301762,0
2.127,0.8868994948,0
2.1272,0.8285768385,0
2.1274,0.7819036358,0
2.1276,0.7565884495,0
2.1278,0.7323241178,0
2.128,0.6620635565,0
2.1282,0.6998865503,0
2.1284,0.6658801252,0
2.1286,0.6478874767,0
2.1288,0.653171991,0
2.129,0.6450346418,0
2.1292,0.5703549985,0
2.1294,0.5533578216,0
2.1296,0.5327359007,0
2.1298,0.5873830625,0
2.13,0.5155252575,0
2.1302,0.4627276282,0
2.1304,0.4708931439,0
2.1306,0.5297519424,0
2.1308,0.493698479,0
2.131,0.4655246664,0
2.1312,0.4621824771,0
2.1314,0.3903769968,0
2.1316,0.4064222915,0
2.1318,0.4874251722,0
2.132,0.3826905425,0
2.1322,0.4033128175,0
2.1324,0.4283707796,0
2.1326,0.3525217842,0
2.1328,0.3943142329,0
2.133,0.2792424931,0
2.1332,0.3381514159,0
2.1334,0.3049985128,0
2.1336,0.289664532,0
2.1338,0.2852242908,0
2.134,0.2866787061,0
2.1342,0.1913266409,0
2.1344,0.3078324776,0
2.1346,0.2240495563,0
2.1348,0.3083544707,0
2.135,0.2391097524,0
2.1352,0.2196584951,0
2.1354,0.2389714182,0
2.1356,0.1584034243,0
2.1358,0.1864661302,0
2.136,0.07799440936,0
2.1362,0.1386109538,0
2.1364,0.04893192844,0
2.1366,0.08077450339,0
2.1368,0.07710770551,0
2.137,0.03902986469,0
2.1372,-0.03009809567,0
2.1374,0.00647106311,0
2.1376,-0.08672928511,0
2.1378,-0.05634199594,0
2.138,-0.09578517068,0
2.1382,-0.08227176211,0
2.1384,-0.0944721844,0
2.1386,-0.1599467394,0
2.1388,-0.2131264251,0
2.139,-0.2311603551,0
2.1392,-0.2360701428,0
2.1394,-0.2513065302,0
2.1396,-0.2639715629,0
2.1398,-0.27631747,0
2.14,-0.3142446511,0
2.1402,-0.3387623992,0
2.1404,-0.3964112949,0
2.1406,-0.3488997944,0
2.1408,-0.2841613071,0
2.141,-0.4026478159,0
2.1412,-0.3706606082,0
2.1414,-0.4025649291,0
2.1416,-0.4433889558,0
2.1418,-0.3926773981,0
2.142,-0.4103720298,0
2.1422,-0.392968277,0
2.1424,-0.3540078176,0
2.1426,-0.4810830898,0
2.1428,-0.3026925864,0
2.143,-0.4213549918,0
2.1432,-0.4411382418,0
2.1434,-0.4368215339,0
2.1436,-0.4699659917,0
2.1438,-0.4421597728,0
2.144,-0.5402840366,0
2.1442,-0.5775759968,0
2.1444,-0.5780961577,0
2.1446,-0.5507460944,0
2.1448,-0.5600508431,0
2.145,-0.6037540928,0
2.1452,-0.5497780486,0
2.1454,-0.5929124892,0
2.1456,-0.6198636561,0
2.1458,-0.6432120517,0
2.146,-0.6801757043,0
2.1462,-0.6463163154,0
2.1464,-0.7909836833,0
2.1466,-0.7186109485,0
2.1468,-0.7621602871,0
2.147,-0.9078143136,0
2.1472,-0.8775609572,0
2.1474,-0.8954668645,0
2.1476,-0.8769361242,0
2.1478,-0.9576675557,0
2.148,-0.9894067665,0
2.1482,-1.04092683,0
2.1484,-1.061350469,0
2.1486,-1.034389671,0
2.1488,-1.128631604,0
2.149,-1.180319611,0
2.1492,-1.183088234,0
2.1494,-1.204954977,0
2.1496,-1.284319709,0
2.1498,-1.269353676,0
2.15,-1.258136522,0
2.1502,-1.262021921,0
2.1504,-1.293789782,0
2.1506,-1.264536524,0
2.1508,-1.344404677,0
2.151,-1.300108446,0
2.1512,-1.303922129,0
2.1514,-1.400831492,0
2.1516,-1.263513044,0
2.1518,-1.272935177,0
2.152,-1.260696553,0
2.1522,-1.221021034,0
2.1524,-1.273525401,0
2.1526,-1.257929995,0
2.1528,-1.220577806,0
2.153,-1.155483821,0
2.1532,-1.032784152,0
2.1534,-1.004332449,0
2.1536,-0.9842736134,0
2.1538,-0.9518430775,0
2.154,-0.8425000675,0
2.1542,-0.8751354891,0
2.1544,-0.7001312029,0
2.1546,-0.6981351329,0
2.1548,-0.5867660825,0
2.155,-0.5370802132,0
2.1552,-0.5028454467,0
2.1554,-0.3552994532,0
2.1556,-0.2135942638,0
2.1558,-0.2136601811,0
2.156,-0.1443416028,0
2.1562,-0.08845220942,0
2.1564,0.02111163925,1
2.1566,0.1470874619,1
2.1568,0.1211779999,1
2.157,0.2861680487,1
2.1572,0.3004155877,1
2.1574,0.4520759451,1
2.1576,0.5510259696,1
2.1578,0.5658885037,1
2.158,0.5939117897,1
2.1582,0.7035795431,1
2.1584,0.8199745353,1
2.1586,0.8275848918,1
2.1588,0.8883947563,1
2.159,0.942516852,1
2.1592,1.055269718,1
2.1594,1.070070723,0
2.1596,1.113744792,0
2.1598,1.091266972,0
2.16,1.243151788,0
2.1602,1.252809859,0
2.1604,1.188692132,0
2.1606,1.18713613,0
2.1608,1.277830395,0
2.161,1.280391218,0
2.1612,1.329006837,0
2.1614,1.302794431,0
2.1616,1.369187038,0
2.1618,1.354230428,0
2.162,1.299980959,0
2.1622,1.28681612,0
2.1624,1.332664905,0
2.1626,1.269110021,0
2.1628,1.247428816,0
2.163,1.244292911,0
2.1632,1.222976576,0
2.1634,1.234581979,0
2.1636,1.083250272,0
2.1638,1.095216384,0
2.164,1.059063725,0
2.1642,1.138938993,0
2.1644,1.05556385,0
2.1646,1.001311973,0
2.1648,1.008372284,0
2.165,0.8430490875,0
2.1652,0.8923904472,0
2.1654,0.856147218,0
2.1656,0.7666972114,0
2.1658,0.8044197918,0
2.166,0.7411877719,0
2.1662,0.7205644022,0
2.1664,0.7560549198,0
2.1666,0.7403075433,0
2.1668,0.678984683,0
2.167,0.6673628477,0
2.1672,0.5967195271,0
2.1674,0.6378615022,0
2.1676,0.6051061106,0
2.1678,0.53821752,0
2.168,0.4970357696,0
2.1682,0.5644749319,0
2.1684,0.4982963569,0
2.1686,0.4978399715,0
2.1688,0.5279777717,0
2.169,0.4751515248,0
2.1692,0.5388966724,0
2.1694,0.450569242,0
2.1696,0.3370716016,0
2.1698,0.4759285797,0
2.17,0.4169580586,0
2.1702,0.3515623967,0
2.1704,0.4103286364,0
2.1706,0.3890991747,0
2.1708,0.376709848,0
2.171,0.4572594265,0
2.1712,0.3086160011,0
2.1714,0.3380824101,0
2.1716,0.3039515668,0
2.1718,0.2849904952,0
2.172,0.3325173426,0
2.1722,0.3371863603,0
2.1724,0.3290951915,0
2.1726,0.2849790639,0
2.1728,0.1960203097,0
2.173,0.2517591357,0
2.1732,0.2380795031,0
2.1734,0.1595551198,0
2.1736,0.1932468461,0
2.1738,0.2349811043,0
2.174,0.1980345575,0
2.1742,0.1252176297,0
2.1744,0.0988494254,0
2.1746,0.08629355167,0
2.1748,0.05157719607,0
2.175,0.07656133338,0
2.1752,-0.03508673279,0
2.1754,-0.008195222097,0
2.1756,-0.02011260975,0
2.1758,-0.08664437095,0
2.176,-0.02789372516,0
2.1762,-0.07690909112,0
2.1764,-0.07165160643,0
2.1766,-0.1194348434,0
2.1768,-0.1907075151,0
2.177,-0.2091226139,0
2.1772,-0.1535339514,0
2.1774,-0.2401709041,0
2.1776,-0.1871042794,0
2.1778,-0.2287673067,0
2.178,-0.2807340729,0
2.1782,-0.2818440027,0
2.1784,-0.2664843477,0
2.1786,-0.3123864397,0
2.1788,-0.3464135826,0
2.179,-0.2935789587,0
2.1792,-0.3378909481,0
2.1794,-0.3291271615,0
2.1796,-0.3803611983,0
2.1798,-0.370970599,0
2.18,-0.4174223745,0
2.1802,-0.4355648566,0
2.1804,-0.435335676,0
2.1806,-0.4696715062,0
2.1808,-0.4131976272,0
2.181,-0.4326540635,0
2.1812,-0.3966048424,0
2.1814,-0.4305711345,0
2.1816,-0.5148707263,0
2.1818,-0.4741911469,0
2.182,-0.4718352774,0
2.1822,-0.6104278115,0
2.1824,-0.5359203963,0
2.1826,-0.5416739268,0
2.1828,-0.5670455714,0
2.183,-0.5115780773,0
2.1832,-0.6045820723,0
2.1834,-0.5702165771,0
2.1836,-0.6696985134,0
2.1838,-0.6486739432,0
2.184,-0.6854227015,0
2.1842,-0.6541813333,0
2.1844,-0.7522800666,0
2.1846,-0.8132082923,0
2.1848,-0.7153361884,0
2.185,-0.8860814163,0
2.1852,-0.8374900374,0
2.1854,-0.9058701466,0
2.1856,-0.9137791715,0
2.1858,-0.9239004874,0
2.186,-1.064783884,0
2.1862,-0.9778808956,0
2.1864,-1.046938352,0
2.1866,-1.034307349,0
2.1868,-1.111601921,0
2.187,-1.073969367,0
2.1872,-1.145891683,0
2.1874,-1.214603635,0
2.1876,-1.191777224,0
2.1878,-1.214148834,0
2.188,-1.258917591,0
2.1882,-1.311115874,0
2.1884,-1.326842772,0
2.1886,-1.328438443,0
2.1888,-1.332057363,0
2.189,-1.334544155,0
2.1892,-1.349788285,0
2.1894,-1.32858272,0
2.1896,-1.33219272,0
2.1898,-1.232100239,0
2.19,-1.310445727,0
2.1902,-1.257163908,0
2.1904,-1.27761346,0
2.1906,-1.147158613,0
2.1908,-1.17170893,0
2.191,-1.088894755,0
2.1912,-1.13312679,0
2.1914,-1.052690756,0
2.1916,-1.039532847,0
2.1918,-0.878354415,0
2.192,-0.7891394898,0
2.1922,-0.8231533076,0
2.1924,-0.7248051526,0
2.1926,-0.6848416703,0
2.1928,-0.5492225196,0
2.193,-0.5507232701,0
2.1932,-0.4471057268,0
2.1934,-0.4171557942,0
2.1936,-0.3134544914,0
2.1938,-0.2273257521,0
2.194,-0.1021242551,0
2.1942,-0.04209071305,0
2.1944,0.006337124741,1
2.1946,0.1302208881,1
2.1948,0.2058290756,1
2.195,0.2420594125,1
2.1952,0.3394016454,1
2.1954,0.4598805338,1
2.1956,0.4945879085,1
2.1958,0.5603051779,1
2.196,0.7092052186,1
2.1962,0.7260322,1
2.1964,0.7908917216,1
2.1966,0.9251912295,1
2.1968,0.891937046,1
2.197,0.9822334178,1
2.1972,0.9724630915,1
2.1974,1.100705825,0
2.1976,1.068070837,0
2.1978,1.093165376,0
2.198,1.19194237,0
2.1982,1.224174961,0
2.1984,1.317559876,0
2.1986,1.277170831,0
2.1988,1.267687411,0
2.199,1.282211962,0
2.1992,1.285554815,0
2.1994,1.330221374,0
2.1996,1.28657021,0
2.1998,1.281567941,0
2.2,1.28427652,0
2.2002,1.322721182,0
2.2004,1.257541468,0
2.2006,1.267432774,0
2.2008,1.161095834,0
2.201,1.224995787,0
2.2012,1.221439688,0
2.2014,1.124622544,0
2.2016,1.075187554,0
2.2018,1.165324301,0
2.202,1.105901137,0
2.2022,0.9892356142,0
2.2024,1.008531169,0
2.2026,0.9909530998,0
2.2028,0.997396499,0
2.203,0.9646065934,0
2.2032,0.9230354375,0
2.2034,0.9149292781,0
2.2036,0.8154191949,0
2.2038,0.8001415788,0
2.204,0.747097253,0
2.2042,0.768318137,0
2.2044,0.8032006521,0
2.2046,0.6958382606,0
2.2048,0.6399324255,0
2.205,0.5714443377,0
2.2052,0.6619634542,0
2.2054,0.6352656682,0
2.2056,0.6319138276,0
2.2058,0.490812961,0
2.206,0.5590041141,0
2.2062,0.4600493765,0
2.2064,0.4210619642,0
2.2066,0.4760166844,0
2.2068,0.4603637925,0
2.207,0.446844299,0
2.2072,0.4507067789,0
2.2074,0.4494439092,0
2.2076,0.4983582848,0
2.2078,0.3948138323,0
2.208,0.3726226566,0
2.2082,0.3601216435,0
2.2084,0.3939331647,0
2.2086,0.3161604991,0
2.2088,0.409913254,0
2.209,0.3276901072,0
2.2092,0.3301753525,0
2.2094,0.308024738,0
2.2096,0.3373018117,0
2.2098,0.2840133507,0
2.21,0.2999495946,0
2.2102,0.3228251876,0
2.2104,0.3275942445,0
2.2106,0.3162659984,0
2.2108,0.2265805842,0
2.211,0.2458878306,0
2.2112,0.1648854619,0
2.2114,0.2101009777,0
2.2116,0.1742959199,0
2.2118,0.1416205231,0
2.212,0.1711458309,0
2.2122,0.1593612815,0
2.2124,0.03104917975,0
2.2126,0.07926058342,0
2.2128,0.02682533989,0
2.213,0.03815767527,0
2.2132,-0.01989952303,0
2.2134,-0.01906907236,0
2.2136,0.01543925555,0
2.2138,-0.03981116604,0
2.214,-0.1501495931,0
2.2142,-0.05148748382,0
2.2144,-0.2152029942,0
2.2146,-0.2017105843,0
2.2148,-0.2077201998,0
2.215,-0.2019855281,0
2.2152,-0.2002394721,0
2.2154,-0.2289976602,0
2.2156,-0.2530210708,0
2.2158,-0.2743969808,0
2.216,-0.3044268262,0
2.2162,-0.2851639709,0
2.2164,-0.3487813037,0
2.2166,-0.2623567465,0
2.2168,-0.3944781615,0
2.217,-0.3780493653,0
2.2172,-0.2971865521,0
2.2174,-0.3622121605,0
2.2176,-0.4248627933,0
2.2178,-0.364708017,0
2.218,-0.3728239273,0
2.2182,-0.4105437296,0
2.2184,-0.422920003,0
2.2186,-0.3722766924,0
2.2188,-0.4806965504,0
2.219,-0.4387324063,0
2.2192,-0.46076249,0
2.2194,-0.5486355971,0
2.2196,-0.4875577277,0
2.2198,-0.5368425997,0
2.22,-0.4934792081,0
2.2202,-0.4983790603,0
2.2204,-0.4755737724,0
2.2206,-0.5930782287,0
2.2208,-0.5255938177,0
2.221,-0.6730461006,0
2.2212,-0.6701258462,0
2.2214,-0.5779918723,0
2.2216,-0.6833400265,0
2.2218,-0.6782865477,0
2.222,-0.7426006277,0
2.2222,-0.8179291028,0
2.2224,-0.7375765174,0
2.2226,-0.8284424898,0
2.2228,-0.7956506293,0
2.223,-0.8709318665,0
2.2232,-0.8653117892,0
2.2234,-0.8324334318,0
2.2236,-0.95271211,0
2.2238,-0.9808877096,0
2.224,-1.084119478,0
2.2242,-1.033977748,0
2.2244,-1.14825035,0
2.2246,-1.155216828,0
2.2248,-1.175650415,0
2.225,-1.175108063,0
2.2252,-1.254276294,0
2.2254,-1.201037737,0
2.2256,-1.303290447,0
2.2258,-1.200010298,0
2.226,-1.27361997,0
2.2262,-1.298594218,0
2.2264,-1.300208935,0
2.2266,-1.318557051,0
2.2268,-1.303887355,0
2.227,-1.358781121,0
2.2272,-1.290376142,0
2.2274,-1.244061327,0
2.2276,-1.382077393,0
2.2278,-1.331721513,0
2.228,-1.161183074,0
2.2282,-1.184251452,0
2.2284,-1.213016548,0
2.2286,-1.170692844,0
2.2288,-1.125894236,0
2.229,-1.087836059,0
2.2292,-0.9670745998,0
2.2294,-0.9637885113,0
2.2296,-0.9290719362,0
2.2298,-0.8837599037,0
2.23,-0.7621393848,0
2.2302,-0.6738423705,0
2.2304,-0.5456972974,0
2.2306,-0.6197078815,0
2.2308,-0.4586214979,0
2.231,-0.4480674577,0
2.2312,-0.2536263833,0
2.2314,-0.2997388943,0
2.2316,-0.1312165198,0
2.2318,-0.02424673091,0
2.232,0.01339832911,1
2.2322,0.07976437051,1
2.2324,0.2092687351,1
2.2326,0.3273507934,1
2.2328,0.3901033543,1
2.233,0.4569098035,1
2.2332,0.5986353342,1
2.2334,0.6018788758,1
2.2336,0.6762695558,1
2.2338,0.70099541,1
2.234,0.794862932,1
2.2342,0.8938478018,1
2.2344,0.8930074701,1
2.2346,0.9696408912,1
2.2348,1.047676307,1
2.235,1.060445276,0
2.2352,1.04440595,0
2.2354,1.167135278,0
2.2356,1.229780429,0
2.2358,1.214227854,0
2.236,1.265951609,0
2.2362,1.209087238,0
2.2364,1.322531721,0
2.2366,1.278392633,0
2.2368,1.305125781,0
2.237,1.272428352,0
2.2372,1.373132438,0
2.2374,1.313120571,0
2.2376,1.383721645,0
2.2378,1.264656525,0
2.238,1.286882446,0
2.2382,1.268967543,0
2.2384,1.162369724,0
2.2386,1.188094277,0
2.2388,1.166596416,0
2.239,1.221960534,0
2.2392,1.141105841,0
2.2394,1.063788062,0
2.2396,1.083236845,0
2.2398,0.9612258644,0
2.24,1.012050947,0
2.2402,0.9744424425,0
2.2404,0.9938019127,0
2.2406,0.9032664909,0
2.2408,0.8050514867,0
2.241,0.8659255015,0
2.2412,0.8989370327,0
2.2414,0.7541534648,0
2.2416,0.7546639803,0
2.2418,0.6925881198,0
2.242,0.7008867132,0
2.2422,0.6082185911,0
2.2424,0.6944098505,0
2.2426,0.716481524,0
2.2428,0.5624229202,0
2.243,0.5952555928,0
2.2432,0.5412407868,0
2.2434,0.5495321212,0
2.2436,0.573552595,0
2.2438,0.5449158701,0
2.244,0.5640698604,0
2.2442,0.5048708695,0
2.2444,0.4868598495,0
2.2446,0.5791755128,0
2.2448,0.5009551414,0
2.245,0.4595944357,0
2.2452,0.4170350274,0
2.2454,0.4459927066,0
2.2456,0.463045792,0
2.2458,0.434906351,0
2.246,0.3966874115,0
2.2462,0.3886269201,0
2.2464,0.3798477338,0
2.2466,0.3317575324,0
2.2468,0.3154029876,0
2.247,0.2821564189,0
2.2472,0.3083609681,0
2.2474,0.3732407671,0
2.2476,0.3072573355,0
2.2478,0.2420287546,0
2.248,0.2384491604,0
2.2482,0.1789435694,0
2.2484,0.2439923442,0
2.2486,0.2573469948,0
2.2488,0.1597100386,0
2.249,0.1427486965,0
2.2492,0.1489770227,0
2.2494,0.1541066148,0
2.2496,0.1286509466,0
2.2498,0.09057860748,0
2.25,0.09306551851,0
2.2502,0.03509119774,0
2.2504,0.03120697844,0
2.2506,0.05727419447,0
2.2508,-0.04312425674,0
2.251,-0.063643288,0
2.2512,-0.03306656202,0
2.2514,-0.1086487567,0
2.2516,-0.117597289,0
2.2518,-0.2011220084,0
2.252,-0.1863105285,0
2.2522,-0.1817917259,0
2.2524,-0.1893270137,0
2.2526,-0.1926201835,0
2.2528,-0.2061136371,0
2.253,-0.238888858,0
2.2532,-0.2674071232,0
2.2534,-0.2653623706,0
2.2536,-0.2796911985,0
2.2538,-0.2599248338,0
2.254,-0.3343136713,0
2.2542,-0.3371093043,0
2.2544,-0.2914521598,0
2.2546,-0.3311462112,0
2.2548,-0.4203243594,0
2.255,-0.3962941419,0
2.2552,-0.3982126213,0
2.2554,-0.4014522834,0
2.2556,-0.4612841843,0
2.2558,-0.4905612885,0
2.256,-0.4017620599,0
2.2562,-0.4451042368,0
2.2564,-0.4462938432,0
2.2566,-0.4917656663,0
2.2568,-0.4367604126,0
2.257,-0.5170823297,0
2.2572,-0.4231832653,0
2.2574,-0.5225730162,0
2.2576,-0.4579476027,0
2.2578,-0.536679652,0
2.258,-0.5575828169,0
2.2582,-0.5352050531,0
2.2584,-0.6106623453,0
2.2586,-0.6155494274,0
2.2588,-0.6190970892,0
2.259,-0.7384498904,0
2.2592,-0.6941794087,0
2.2594,-0.7414268012,0
2.2596,-0.726039565,0
2.2598,-0.8087199502,0
2.26,-0.7883164637,0
2.2602,-0.8732305494,0
2.2604,-0.9193028635,0
2.2606,-0.9315551666,0
2.2608,-0.8844008359,0
2.261,-1.030606803,0
2.2612,-1.047056238,0
2.2614,-1.0255699,0
2.2616,-1.131841548,0
2.2618,-1.079034801,0
2.262,-1.161372458,0
2.2622,-1.188473356,0
2.2624,-1.25611694,0
2.2626,-1.234495031,0
2.2628,-1.198651972,0
2.263,-1.274210349,0
2.2632,-1.264807079,0
2.2634,-1.270383256,0
2.2636,-1.266640946,0
2.2638,-1.333672815,0
2.264,-1.283429088,0
2.2642,-1.252027322,0
2.2644,-1.297960669,0
2.2646,-1.326168607,0
2.2648,-1.280535531,0
2.265,-1.311627387,0
2.2652,-1.218556303,0
2.2654,-1.263910444,0
2.2656,-1.19461471,0
2.2658,-1.110289848,0
2.266,-1.146062443,0
2.2662,-1.065665753,0
2.2664,-0.9694952943,0
2.2666,-0.9996662418,0
2.2668,-0.9092491238,0
2.267,-0.8357010746,0
2.2672,-0.8184004901,0
2.2674,-0.678739208,0
2.2676,-0.5857510485,0
2.2678,-0.5154943834,0
2.268,-0.5013900425,0
2.2682,-0.3461182113,0
2.2684,-0.28037756,0
2.2686,-0.231948286,0
2.2688,-0.1198928462,0
2.269,-0.07122780593,0
2.2692,0.03372395133,1
2.2694,0.1542603366,1
2.2696,0.2101405211,1
2.2698,0.3272720863,1
2.27,0.3472113881,1
2.2702,0.4385231402,1
2.2704,0.4861618708,1
2.2706,0.6017877221,1
2.2708,0.6855428946,1
2.271,0.6456108156,1
2.2712,0.7539963297,1
2.2714,0.8792900128,1
2.2716,0.9209393103,1
2.2718,0.9184329508,1
2.272,1.022392288,1
2.2722,1.143828661,0
2.2724,1.140763274,0
2.2726,1.110847017,0
2.2728,1.19284302,0
2.273,1.155238368,0
2.2732,1.245213609,0
2.2734,1.256543585,0
2.2736,1.319375441,0
2.2738,1.279136964,0
2.274,1.270615609,0
2.2742,1.309193841,0
2.2744,1.386933728,0
2.2746,1.27378146,0
2.2748,1.317709678,0
2.275,1.246503665,0
2.2752,1.227213762,0
2.2754,1.255215113,0
2.2756,1.208124742,0
2.2758,1.228692685,0
2.276,1.197502808,0
2.2762,1.172243884,0
2.2764,1.116591935,0
2.2766,1.121519058,0
2.2768,1.055158432,0
2.277,1.045229968,0
2.2772,0.9240848364,0
2.2774,0.9569734649,0
2.2776,0.9301081834,0
2.2778,0.910514477,0
2.278,0.858241332,0
2.2782,0.8542860812,0
2.2784,0.7740748083,0
2.2786,0.7284203483,0
2.2788,0.7433862412,0
2.279,0.6994299606,0
2.2792,0.6851802239,0
2.2794,0.5896444197,0
2.2796,0.579653916,0
2.2798,0.666386502,0
2.28,0.6185031601,0
2.2802,0.5861222187,0
2.2804,0.6112671633,0
2.2806,0.5372446178,0
2.2808,0.5654825474,0
2.281,0.48874014,0
2.2812,0.5778596632,0
2.2814,0.3882094552,0
2.2816,0.4661680066,0
2.2818,0.3631601445,0
2.282,0.4553567963,0
2.2822,0.4697296329,0
2.2824,0.4439968128,0
2.2826,0.4248991714,0
2.2828,0.4104660875,0
2.283,0.3840194241,0
2.2832,0.3674763061,0
2.2834,0.3862157306,0
2.2836,0.3756676015,0
2.2838,0.4156687378,0
2.284,0.3588848777,0
2.2842,0.3557943466,0
2.2844,0.3330596185,0
2.2846,0.2828819054,0
