time_s,Vibration [a.u.],RPM [rpm]
1.779,-0.5056246118,1400.55
1.7792,-0.4280984424,1400.64
1.7794,-0.4321562544,1400.73
1.7796,-0.5299281481,1400.82
1.7798,-0.4863730766,1400.91
1.78,-0.4865705163,1401
1.7802,-0.5029386406,1401.09
1.7804,-0.5762158527,1401.18
1.7806,-0.5993072992,1401.27
1.7808,-0.4856893614,1401.36
1.781,-0.6483264198,1401.45
1.7812,-0.6312696593,1401.54
1.7814,-0.6282083334,1401.63
1.7816,-0.6251265207,1401.72
1.7818,-0.7089388253,1401.81
1.782,-0.7048442204,1401.9
1.7822,-0.6483749145,1401.99
1.7824,-0.6725879699,1402.08
1.7826,-0.7546388646,1402.17
1.7828,-0.8117465185,1402.26
1.783,-0.8398797728,1402.35
1.7832,-0.8090058693,1402.44
1.7834,-0.9065340264,1402.53
1.7836,-0.8566012717,1402.62
1.7838,-0.9486524439,1402.71
1.784,-1.003612191,1402.8
1.7842,-1.027682357,1402.89
1.7844,-0.9416229465,1402.98
1.7846,-1.066855564,1403.07
1.7848,-1.068766666,1403.16
1.785,-1.094618743,1403.25
1.7852,-1.180482994,1403.34
1.7854,-1.138470503,1403.43
1.7856,-1.154844898,1403.52
1.7858,-1.151449489,1403.61
1.786,-1.239796602,1403.7
1.7862,-1.261875304,1403.79
1.7864,-1.247817028,1403.88
1.7866,-1.246935865,1403.97
1.7868,-1.239922682,1404.06
1.787,-1.361618666,1404.15
1.7872,-1.33401174,1404.24
1.7874,-1.281906339,1404.33
1.7876,-1.301378093,1404.42
1.7878,-1.229956346,1404.51
1.788,-1.265738305,1404.6
1.7882,-1.367804514,1404.69
1.7884,-1.22197725,1404.78
1.7886,-1.285756929,1404.87
1.7888,-1.266607843,1404.96
1.789,-1.240440732,1405.05
1.7892,-1.267372004,1405.14
1.7894,-1.127507127,1405.23
1.7896,-1.203658995,1405.32
1.7898,-1.177385125,1405.41
1.79,-1.083832027,1405.5
1.7902,-1.041203831,1405.59
1.7904,-0.96211686,1405.68
1.7906,-1.021173442,1405.77
1.7908,-0.9112399768,1405.86
1.791,-0.870440033,1405.95
1.7912,-0.8621040356,1406.04
1.7914,-0.7961099661,1406.13
1.7916,-0.6265142186,1406.22
1.7918,-0.6836712614,1406.31
1.792,-0.5634505747,1406.4
1.7922,-0.5660847267,1406.49
1.7924,-0.4392271871,1406.58
1.7926,-0.3294962878,1406.67
1.7928,-0.3791085344,1406.76
1.793,-0.2311244021,1406.85
1.7932,-0.07113095156,1406.94
1.7934,-0.07390794005,1407.03
1.7936,0.01665301379,1407.12
1.7938,0.01349077595,1407.21
1.794,0.1370601004,1407.3
1.7942,0.1814154987,1407.39
1.7944,0.3259856426,1407.48
1.7946,0.3416344744,1407.57
1.7948,0.4044734424,1407.66
1.795,0.4954293445,1407.75
1.7952,0.4961241214,1407.84
1.7954,0.6173851753,1407.93
1.7956,0.66336091,1408.02
1.7958,0.7483941108,1408.11
1.796,0.8114826408,1408.2
1.7962,0.8676038286,1408.29
1.7964,0.9387553266,1408.38
1.7966,0.9795044552,1408.47
1.7968,0.9633489016,1408.56
1.797,0.9436394636,1408.65
1.7972,1.133238916,1408.74
1.7974,1.162672023,1408.83
1.7976,1.196647696,1408.92
1.7978,1.189811253,1409.01
1.798,1.274028559,1409.1
1.7982,1.205585078,1409.19
1.7984,1.217072983,1409.28
1.7986,1.399301103,1409.37
1.7988,1.26834875,1409.46
1.799,1.322758602,1409.55
1.7992,1.325355316,1409.64
1.7994,1.343991425,1409.73
1.7996,1.309832547,1409.82
1.7998,1.335949603,1409.91
1.8,1.349283379,1410
1.8002,1.252945208,1410.09
1.8004,1.181089233,1410.18
1.8006,1.294121754,1410.27
1.8008,1.163457424,1410.36
1.801,1.254200217,1410.45
1.8012,1.219201252,1410.54
1.8014,1.243627309,1410.63
1.8016,1.182769176,1410.72
1.8018,1.202076873,1410.81
1.802,1.110639954,1410.9
1.8022,1.021324323,1410.99
1.8024,1.104544825,1411.08
1.8026,1.069001225,1411.17
1.8028,1.016224586,1411.26
1.803,1.012379712,1411.35
1.8032,0.9568717808,1411.44
1.8034,0.8714941643,1411.53
1.8036,0.8593792515,1411.62
1.8038,0.8805660211,1411.71
1.804,0.9293708017,1411.8
1.8042,0.8400689335,1411.89
1.8044,0.661041329,1411.98
1.8046,0.7422087565,1412.07
1.8048,0.6608529386,1412.16
1.805,0.6707634339,1412.25
1.8052,0.6126001934,1412.34
1.8054,0.6745804459,1412.43
1.8056,0.647653887,1412.52
1.8058,0.6221030328,1412.61
1.806,0.61862267,1412.7
1.8062,0.5783051141,1412.79
1.8064,0.5813245394,1412.88
1.8066,0.6246955081,1412.97
1.8068,0.5414482883,1413.06
1.807,0.4921815797,1413.15
1.8072,0.5611889101,1413.24
1.8074,0.463061604,1413.33
1.8076,0.5706121672,1413.42
1.8078,0.4934786002,1413.51
1.808,0.5116452394,1413.6
1.8082,0.4468865292,1413.69
1.8084,0.519329843,1413.78
1.8086,0.4334052664,1413.87
1.8088,0.4030253277,1413.96
1.809,0.4192161668,1414.05
1.8092,0.4104075764,1414.14
1.8094,0.4144443765,1414.23
1.8096,0.4270249665,1414.32
1.8098,0.4300862808,1414.41
1.81,0.4035864617,1414.5
1.8102,0.3867069745,1414.59
1.8104,0.3547198861,1414.68
1.8106,0.2998855988,1414.77
1.8108,0.3363955792,1414.86
1.811,0.3761274686,1414.95
1.8112,0.3359001762,1415.04
1.8114,0.348794082,1415.13
1.8116,0.3171892307,1415.22
1.8118,0.3366494077,1415.31
1.812,0.2154383996,1415.4
1.8122,0.2010657402,1415.49
1.8124,0.1339648747,1415.58
1.8126,0.165730709,1415.67
1.8128,0.2005016715,1415.76
1.813,0.1286515553,1415.85
1.8132,0.2530424937,1415.94
1.8134,0.1418278891,1416.03
1.8136,0.1040859992,1416.12
1.8138,0.1464015303,1416.21
1.814,0.1210164706,1416.3
1.8142,0.1277276601,1416.39
1.8144,0.04532219018,1416.48
1.8146,0.02560014235,1416.57
1.8148,0.03556787369,1416.66
1.815,0.04536199933,1416.75
1.8152,0.001502505874,1416.84
1.8154,-0.03749074737,1416.93
1.8156,-0.1078971595,1417.02
1.8158,-0.1464555463,1417.11
1.816,-0.07249488878,1417.2
1.8162,-0.1482262488,1417.29
1.8164,-0.1414224723,1417.38
1.8166,-0.2216206256,1417.47
1.8168,-0.1288148486,1417.56
1.817,-0.1547006291,1417.65
1.8172,-0.2126165755,1417.74
1.8174,-0.1969054744,1417.83
1.8176,-0.2968863372,1417.92
1.8178,-0.3142053817,1418.01
1.818,-0.3504119663,1418.1
1.8182,-0.2403802178,1418.19
1.8184,-0.2997113751,1418.28
1.8186,-0.3058478657,1418.37
1.8188,-0.306434761,1418.46
1.819,-0.3421119232,1418.55
1.8192,-0.3888311023,1418.64
1.8194,-0.4866232849,1418.73
1.8196,-0.3744864597,1418.82
1.8198,-0.35722978,1418.91
1.82,-0.3952004492,1419
1.8202,-0.4538205985,1419.09
1.8204,-0.4320539894,1419.18
1.8206,-0.3755161935,1419.27
1.8208,-0.4143806292,1419.36
1.821,-0.4858242388,1419.45
1.8212,-0.4353827809,1419.54
1.8214,-0.3693231205,1419.63
1.8216,-0.4928235323,1419.72
1.8218,-0.528469524,1419.81
1.822,-0.476991145,1419.9
1.8222,-0.4996349272,1419.99
1.8224,-0.4481123757,1420.08
1.8226,-0.5465079628,1420.17
1.8228,-0.5835281041,1420.26
1.823,-0.5331277609,1420.35
1.8232,-0.6027072411,1420.44
1.8234,-0.5528791865,1420.53
1.8236,-0.6570490443,1420.62
1.8238,-0.6381132639,1420.71
1.824,-0.6642583111,1420.8
1.8242,-0.6437787505,1420.89
1.8244,-0.5953957419,1420.98
1.8246,-0.6353946043,1421.07
1.8248,-0.7802839454,1421.16
1.825,-0.6662831566,1421.25
1.8252,-0.8547917317,1421.34
1.8254,-0.7380030395,1421.43
1.8256,-0.8594899023,1421.52
1.8258,-0.8562975444,1421.61
1.826,-0.8682295941,1421.7
1.8262,-0.9037946835,1421.79
1.8264,-1.029870586,1421.88
1.8266,-0.8842533236,1421.97
1.8268,-0.9579657314,1422.06
1.827,-1.000277263,1422.15
1.8272,-1.122038015,1422.24
1.8274,-1.08809501,1422.33
1.8276,-1.155696748,1422.42
1.8278,-1.108505552,1422.51
1.828,-1.174502463,1422.6
1.8282,-1.094573099,1422.69
1.8284,-1.219610173,1422.78
1.8286,-1.212994358,1422.87
1.8288,-1.223324426,1422.96
1.829,-1.288074386,1423.05
1.8292,-1.266990975,1423.14
1.8294,-1.322962424,1423.23
1.8296,-1.313741313,1423.32
1.8298,-1.370183394,1423.41
1.83,-1.319749886,1423.5
1.8302,-1.339279842,1423.59
1.8304,-1.271134748,1423.68
1.8306,-1.32912236,1423.77
1.8308,-1.331625791,1423.86
1.831,-1.27679756,1423.95
1.8312,-1.341427,1424.04
1.8314,-1.253615278,1424.13
1.8316,-1.308683326,1424.22
1.8318,-1.225118034,1424.31
1.832,-1.158298124,1424.4
1.8322,-1.163713301,1424.49
1.8324,-1.123997839,1424.58
1.8326,-1.031560961,1424.67
1.8328,-1.041866454,1424.76
1.833,-0.9340634927,1424.85
1.8332,-0.8865408594,1424.94
1.8334,-0.8497575777,1425.03
1.8336,-0.8642810357,1425.12
1.8338,-0.7181579335,1425.21
1.834,-0.741971331,1425.3
1.8342,-0.6800386564,1425.39
1.8344,-0.5865359425,1425.48
1.8346,-0.5469730206,1425.57
1.8348,-0.3863353391,1425.66
1.835,-0.4096925897,1425.75
1.8352,-0.2862189615,1425.84
1.8354,-0.1832759729,1425.93
1.8356,-0.09931684699,1426.02
1.8358,-0.01906646385,1426.11
1.836,0.01469633574,1426.2
1.8362,0.1381148813,1426.29
1.8364,0.2296892021,1426.38
1.8366,0.2612494661,1426.47
1.8368,0.3602847801,1426.56
1.837,0.4030717779,1426.65
1.8372,0.4541010558,1426.74
1.8374,0.5394358264,1426.83
1.8376,0.5508788604,1426.92
1.8378,0.6702013689,1427.01
1.838,0.6509607488,1427.1
1.8382,0.8127916458,1427.19
1.8384,0.83851016,1427.28
1.8386,0.9352237246,1427.37
1.8388,0.9035227653,1427.46
1.839,0.9717281084,1427.55
1.8392,1.007048022,1427.64
1.8394,1.030030156,1427.73
1.8396,1.096442431,1427.82
1.8398,1.151359073,1427.91
1.84,1.116615188,1428
1.8402,1.21434067,1428.09
1.8404,1.185195928,1428.18
1.8406,1.237545382,1428.27
1.8408,1.257025806,1428.36
1.841,1.310578559,1428.45
1.8412,1.275514354,1428.54
1.8414,1.355656413,1428.63
1.8416,1.222929599,1428.72
1.8418,1.331373056,1428.81
1.842,1.333045411,1428.9
1.8422,1.32401116,1428.99
1.8424,1.3379276,1429.08
1.8426,1.174839553,1429.17
1.8428,1.291658862,1429.26
1.843,1.268175377,1429.35
1.8432,1.237094135,1429.44
1.8434,1.206464981,1429.53
1.8436,1.101982036,1429.62
1.8438,1.189790482,1429.71
1.844,1.215698844,1429.8
1.8442,1.122891222,1429.89
1.8444,1.068040923,1429.98
1.8446,1.000231403,1430.07
1.8448,1.088700363,1430.16
1.845,0.9926850142,1430.25
1.8452,0.9529469833,1430.34
1.8454,0.9043436584,1430.43
1.8456,0.8787379238,1430.52
1.8458,0.8927855401,1430.61
1.846,0.8366245969,1430.7
1.8462,0.8526020477,1430.79
1.8464,0.770153195,1430.88
1.8466,0.6967837521,1430.97
1.8468,0.7497568999,1431.06
1.847,0.7775389325,1431.15
1.8472,0.7258410731,1431.24
1.8474,0.6626974938,1431.33
1.8476,0.6420665664,1431.42
1.8478,0.6389203236,1431.51
1.848,0.5428885265,1431.6
1.8482,0.5201755959,1431.69
1.8484,0.6104131529,1431.78
1.8486,0.5086055064,1431.87
1.8488,0.5549871125,1431.96
1.849,0.5391036838,1432.05
1.8492,0.5732567948,1432.14
1.8494,0.540172305,1432.23
1.8496,0.4699650532,1432.32
1.8498,0.3676000961,1432.41
1.85,0.4416858372,1432.5
1.8502,0.4521201829,1432.59
1.8504,0.4317196827,1432.68
1.8506,0.487157683,1432.77
1.8508,0.3783262664,1432.86
1.851,0.4230792357,1432.95
1.8512,0.4776394524,1433.04
1.8514,0.3779322305,1433.13
1.8516,0.3966770211,1433.22
1.8518,0.3835028368,1433.31
1.852,0.3979396898,1433.4
1.8522,0.4318755812,1433.49
1.8524,0.3203192939,1433.58
1.8526,0.373946244,1433.67
1.8528,0.3756942367,1433.76
1.853,0.3299538023,1433.85
1.8532,0.3290593821,1433.94
1.8534,0.357071193,1434.03
1.8536,0.4229933853,1434.12
1.8538,0.3133945133,1434.21
1.854,0.2753307055,1434.3
1.8542,0.2482791494,1434.39
1.8544,0.3466440642,1434.48
1.8546,0.2709753202,1434.57
1.8548,0.1631372621,1434.66
1.855,0.2910511137,1434.75
1.8552,0.1491181629,1434.84
1.8554,0.1928885779,1434.93
1.8556,0.09344627927,1435.02
1.8558,0.1183326127,1435.11
1.856,0.04085416605,1435.2
1.8562,0.1198906655,1435.29
1.8564,0.06102153842,1435.38
1.8566,0.02304247391,1435.47
1.8568,0.06111293676,1435.56
1.857,-0.02763935842,1435.65
1.8572,-0.007698065082,1435.74
1.8574,-0.02183527047,1435.83
1.8576,-0.08408410279,1435.92
1.8578,-0.04601175308,1436.01
1.858,-0.1285157945,1436.1
1.8582,-0.1464856544,1436.19
1.8584,-0.1852528099,1436.28
1.8586,-0.1780197095,1436.37
1.8588,-0.1575180864,1436.46
1.859,-0.2082922593,1436.55
1.8592,-0.2111309454,1436.64
1.8594,-0.2284928147,1436.73
1.8596,-0.2299209991,1436.82
1.8598,-0.2844904507,1436.91
1.86,-0.2477549414,1437
1.8602,-0.251732408,1437.09
1.8604,-0.3547281763,1437.18
1.8606,-0.2725378392,1437.27
1.8608,-0.3461635073,1437.36
1.861,-0.4064891783,1437.45
1.8612,-0.3546004139,1437.54
1.8614,-0.3506567147,1437.63
1.8616,-0.3501633412,1437.72
1.8618,-0.3582987082,1437.81
1.862,-0.383581515,1437.9
1.8622,-0.3381261876,1437.99
1.8624,-0.4580457075,1438.08
1.8626,-0.4083380308,1438.17
1.8628,-0.5089227541,1438.26
1.863,-0.3764338284,1438.35
1.8632,-0.367269598,1438.44
1.8634,-0.5059673125,1438.53
1.8636,-0.5212652679,1438.62
1.8638,-0.4422830287,1438.71
1.864,-0.5319816965,1438.8
1.8642,-0.4931627829,1438.89
1.8644,-0.4314951332,1438.98
1.8646,-0.495618969,1439.07
1.8648,-0.4570739949,1439.16
1.865,-0.5608491995,1439.25
1.8652,-0.5659350454,1439.34
1.8654,-0.5271895898,1439.43
1.8656,-0.6734256958,1439.52
1.8658,-0.5826100844,1439.61
1.866,-0.6433305997,1439.7
1.8662,-0.6167440504,1439.79
1.8664,-0.7218489236,1439.88
1.8666,-0.6944655083,1439.97
1.8668,-0.8281788092,1440.06
1.867,-0.7139948704,1440.15
1.8672,-0.7400908889,1440.24
1.8674,-0.826334532,1440.33
1.8676,-0.8092001779,1440.42
1.8678,-0.8754244582,1440.51
1.868,-0.8881636366,1440.6
1.8682,-0.8828672527,1440.69
1.8684,-0.9922936324,1440.78
1.8686,-1.001188524,1440.87
1.8688,-0.9469902233,1440.96
1.869,-1.048828847,1441.05
1.8692,-1.091098924,1441.14
1.8694,-1.097202256,1441.23
1.8696,-1.184900927,1441.32
1.8698,-1.168801918,1441.41
1.87,-1.240028612,1441.5
1.8702,-1.206617747,1441.59
1.8704,-1.178013761,1441.68
1.8706,-1.119368353,1441.77
1.8708,-1.196627052,1441.86
1.871,-1.32712543,1441.95
1.8712,-1.270623547,1442.04
1.8714,-1.3082477,1442.13
1.8716,-1.274049552,1442.22
1.8718,-1.2998651,1442.31
1.872,-1.327332691,1442.4
1.8722,-1.296293006,1442.49
1.8724,-1.316813515,1442.58
1.8726,-1.276928069,1442.67
1.8728,-1.274767422,1442.76
1.873,-1.264420886,1442.85
1.8732,-1.34346316,1442.94
1.8734,-1.203664282,1443.03
1.8736,-1.233167617,1443.12
1.8738,-1.224202657,1443.21
1.874,-1.062545849,1443.3
1.8742,-1.05333734,1443.39
1.8744,-1.091902439,1443.48
1.8746,-1.019581414,1443.57
1.8748,-0.9701469929,1443.66
1.875,-0.9770236962,1443.75
1.8752,-0.9004484838,1443.84
1.8754,-0.8292364966,1443.93
1.8756,-0.7101898423,1444.02
1.8758,-0.7285422764,1444.11
1.876,-0.6493221766,1444.2
1.8762,-0.5155240461,1444.29
1.8764,-0.5601938434,1444.38
1.8766,-0.3463147648,1444.47
1.8768,-0.2802565004,1444.56
1.877,-0.3417305558,1444.65
1.8772,-0.1610917049,1444.74
1.8774,-0.1848051825,1444.83
1.8776,-0.06866997541,1444.92
1.8778,0.05220485787,1445.01
1.878,0.05305072029,1445.1
1.8782,0.1654304524,1445.19
1.8784,0.2375945424,1445.28
1.8786,0.260128911,1445.37
1.8788,0.3517189439,1445.46
1.879,0.4416889239,1445.55
1.8792,0.5030210134,1445.64
1.8794,0.6371429784,1445.73
1.8796,0.761522958,1445.82
1.8798,0.7275589898,1445.91
1.88,0.775339935,1446
1.8802,0.7745099703,1446.09
1.8804,0.9038435784,1446.18
1.8806,0.931704861,1446.27
1.8808,0.9332894132,1446.36
1.881,0.9555073802,1446.45
1.8812,1.123863065,1446.54
1.8814,1.097842878,1446.63
1.8816,1.271043388,1446.72
1.8818,1.220492963,1446.81
1.882,1.243547787,1446.9
1.8822,1.154370272,1446.99
1.8824,1.19543115,1447.08
1.8826,1.288946635,1447.17
1.8828,1.282767212,1447.26
1.883,1.380333404,1447.35
1.8832,1.229606254,1447.44
1.8834,1.294907458,1447.53
1.8836,1.305277879,1447.62
1.8838,1.293498292,1447.71
1.884,1.340260554,1447.8
1.8842,1.351800384,1447.89
1.8844,1.326067963,1447.98
1.8846,1.220449179,1448.07
1.8848,1.136125718,1448.16
1.885,1.255321057,1448.25
1.8852,1.158216254,1448.34
1.8854,1.210749144,1448.43
1.8856,1.141665472,1448.52
1.8858,1.131283066,1448.61
1.886,1.152888963,1448.7
1.8862,1.124998563,1448.79
1.8864,1.012031647,1448.88
1.8866,0.9533779782,1448.97
1.8868,1.036337719,1449.06
1.887,0.9181605958,1449.15
1.8872,0.9372724185,1449.24
1.8874,0.8392330515,1449.33
1.8876,0.8650490726,1449.42
1.8878,0.8188690026,1449.51
1.888,0.8378562045,1449.6
1.8882,0.842526633,1449.69
1.8884,0.7738298407,1449.78
1.8886,0.7313890104,1449.87
1.8888,0.7145769242,1449.96
1.889,0.6361848825,1450.05
1.8892,0.6356548712,1450.14
1.8894,0.702658382,1450.23
1.8896,0.5972671935,1450.32
1.8898,0.5505657921,1450.41
1.89,0.571465945,1450.5
1.8902,0.5452715493,1450.59
1.8904,0.5327184092,1450.68
1.8906,0.5554308421,1450.77
1.8908,0.4972459329,1450.86
1.891,0.5042363807,1450.95
1.8912,0.4595503775,1451.04
1.8914,0.5246437327,1451.13
1.8916,0.4838458047,1451.22
1.8918,0.55038672,1451.31
1.892,0.4677816128,1451.4
1.8922,0.393788447,1451.49
1.8924,0.3722988606,1451.58
1.8926,0.4027499877,1451.67
1.8928,0.4251061071,1451.76
1.893,0.4069476272,1451.85
1.8932,0.3860109398,1451.94
1.8934,0.407608059,1452.03
1.8936,0.401836501,1452.12
1.8938,0.4119582655,1452.21
1.894,0.4388478023,1452.3
1.8942,0.2989165279,1452.39
1.8944,0.3147535785,1452.48
1.8946,0.3506664645,1452.57
1.8948,0.3011725963,1452.66
1.895,0.2490805187,1452.75
1.8952,0.3430082968,1452.84
1.8954,0.2470798991,1452.93
1.8956,0.2064437857,1453.02
1.8958,0.2727965117,1453.11
1.896,0.3040394575,1453.2
1.8962,0.2179349036,1453.29
1.8964,0.09746245468,1453.38
1.8966,0.1993190748,1453.47
1.8968,0.2221968092,1453.56
1.897,0.2488325673,1453.65
1.8972,0.220032168,1453.74
1.8974,0.1703809866,1453.83
1.8976,0.07384955074,1453.92
1.8978,0.07022337848,1454.01
1.898,0.06334895493,1454.1
1.8982,0.02184408002,1454.19
1.8984,0.01300994431,1454.28
1.8986,0.006950467425,1454.37
1.8988,-0.04553360485,1454.46
1.899,-0.08158805049,1454.55
1.8992,-0.07705926696,1454.64
1.8994,-0.09500633744,1454.73
1.8996,-0.1554244039,1454.82
1.8998,-0.1777622706,1454.91
1.9,-0.1573122596,1455
1.9002,-0.2269576475,1455.09
1.9004,-0.1445700906,1455.18
1.9006,-0.194449839,1455.27
1.9008,-0.1614173122,1455.36
1.901,-0.2771625214,1455.45
1.9012,-0.2708031627,1455.54
1.9014,-0.340329083,1455.63
1.9016,-0.3213934437,1455.72
1.9018,-0.2891988737,1455.81
1.902,-0.2944457253,1455.9
1.9022,-0.3933193743,1455.99
1.9024,-0.3848543445,1456.08
1.9026,-0.3577396279,1456.17
1.9028,-0.378395917,1456.26
1.903,-0.3527594966,1456.35
1.9032,-0.4125294552,1456.44
1.9034,-0.3970289401,1456.53
1.9036,-0.4611234236,1456.62
1.9038,-0.3488953809,1456.71
1.904,-0.4027601982,1456.8
1.9042,-0.4037756234,1456.89
1.9044,-0.4045887944,1456.98
1.9046,-0.4297277722,1457.07
1.9048,-0.4176207069,1457.16
1.905,-0.4087152852,1457.25
1.9052,-0.4454256034,1457.34
1.9054,-0.431154239,1457.43
1.9056,-0.4231311916,1457.52
1.9058,-0.5157123347,1457.61
1.906,-0.4527090064,1457.7
1.9062,-0.5895625045,1457.79
1.9064,-0.5360167884,1457.88
1.9066,-0.5423900481,1457.97
1.9068,-0.5327603066,1458.06
1.907,-0.5897747,1458.15
1.9072,-0.6114594605,1458.24
1.9074,-0.6467885353,1458.33
1.9076,-0.6373519285,1458.42
1.9078,-0.6427310655,1458.51
1.908,-0.7159983143,1458.6
1.9082,-0.6562769834,1458.69
1.9084,-0.7560824388,1458.78
1.9086,-0.7399888789,1458.87
1.9088,-0.7976307648,1458.96
1.909,-0.8611057907,1459.05
1.9092,-0.9092236401,1459.14
1.9094,-0.904855151,1459.23
1.9096,-0.9729131791,1459.32
1.9098,-0.9557731122,1459.41
1.91,-0.974575125,1459.5
1.9102,-0.9974094366,1459.59
1.9104,-1.057728529,1459.68
1.9106,-1.12101416,1459.77
1.9108,-1.097850688,1459.86
1.911,-1.106691469,1459.95
1.9112,-1.122815845,1460.04
1.9114,-1.160468247,1460.13
1.9116,-1.248904664,1460.22
1.9118,-1.243665724,1460.31
1.912,-1.228668929,1460.4
1.9122,-1.255344634,1460.49
1.9124,-1.293353988,1460.58
1.9126,-1.304056098,1460.67
1.9128,-1.310832073,1460.76
1.913,-1.263172954,1460.85
1.9132,-1.353444643,1460.94
1.9134,-1.22561996,1461.03
1.9136,-1.300856624,1461.12
1.9138,-1.253050297,1461.21
1.914,-1.275172143,1461.3
1.9142,-1.206058767,1461.39
1.9144,-1.256167599,1461.48
1.9146,-1.371486122,1461.57
1.9148,-1.248086886,1461.66
1.915,-1.123080093,1461.75
1.9152,-1.202129193,1461.84
1.9154,-1.172866296,1461.93
1.9156,-1.181002813,1462.02
1.9158,-1.023458982,1462.11
1.916,-0.9144850009,1462.2
1.9162,-0.9794409504,1462.29
1.9164,-0.956543181,1462.38
1.9166,-0.8048027867,1462.47
1.9168,-0.7787587623,1462.56
1.917,-0.7633775497,1462.65
1.9172,-0.7076479311,1462.74
1.9174,-0.5681776108,1462.83
1.9176,-0.5382947811,1462.92
1.9178,-0.4984804808,1463.01
1.918,-0.4320788237,1463.1
1.9182,-0.3354686841,1463.19
1.9184,-0.3275651882,1463.28
1.9186,-0.1170118475,1463.37
1.9188,-0.08680067451,1463.46
1.919,0.01870959079,1463.55
1.9192,0.0777446248,1463.64
1.9194,0.1327148844,1463.73
1.9196,0.2610623817,1463.82
1.9198,0.2366142335,1463.91
1.92,0.2963407919,1464
1.9202,0.4223859052,1464.09
1.9204,0.4816273371,1464.18
1.9206,0.6898790737,1464.27
1.9208,0.6328006753,1464.36
1.921,0.7124441432,1464.45
1.9212,0.7720395361,1464.54
1.9214,0.879726534,1464.63
1.9216,0.8857267865,1464.72
1.9218,0.9765396473,1464.81
1.922,0.9986872029,1464.9
1.9222,1.066605897,1464.99
1.9224,1.089854332,1465.08
1.9226,1.110047304,1465.17
1.9228,1.169126024,1465.26
1.923,1.234349477,1465.35
1.9232,1.235669279,1465.44
1.9234,1.209348844,1465.53
1.9236,1.293832328,1465.62
1.9238,1.244741236,1465.71
1.924,1.268882544,1465.8
1.9242,1.305035829,1465.89
1.9244,1.323643231,1465.98
1.9246,1.336295074,1466.07
1.9248,1.333371012,1466.16
1.925,1.268058284,1466.25
1.9252,1.329928317,1466.34
1.9254,1.282584819,1466.43
1.9256,1.227370167,1466.52
1.9258,1.29174225,1466.61
1.926,1.25397935,1466.7
1.9262,1.244225562,1466.79
1.9264,1.183643661,1466.88
1.9266,1.228320853,1466.97
1.9268,1.185487139,1467.06
1.927,1.229898556,1467.15
1.9272,1.181867998,1467.24
1.9274,1.069329018,1467.33
1.9276,1.043512509,1467.42
1.9278,1.046261983,1467.51
1.928,0.9677103488,1467.6
1.9282,0.929631514,1467.69
1.9284,0.9134864212,1467.78
1.9286,0.8617755185,1467.87
1.9288,0.8634097693,1467.96
1.929,0.9536989594,1468.05
1.9292,0.878977214,1468.14
1.9294,0.7729913507,1468.23
1.9296,0.8103507568,1468.32
1.9298,0.7504877664,1468.41
1.93,0.7268869645,1468.5
1.9302,0.6694235097,1468.59
1.9304,0.6888657572,1468.68
1.9306,0.6584331476,1468.77
1.9308,0.5948167839,1468.86
1.931,0.6384856971,1468.95
1.9312,0.5536945463,1469.04
1.9314,0.5000036636,1469.13
1.9316,0.5044703418,1469.22
1.9318,0.5613591826,1469.31
1.932,0.4802240957,1469.4
1.9322,0.4760816824,1469.49
1.9324,0.4800062962,1469.58
1.9326,0.3690576406,1469.67
1.9328,0.4891045142,1469.76
1.933,0.460741326,1469.85
1.9332,0.4713691702,1469.94
1.9334,0.4594808845,1470.03
1.9336,0.3920020728,1470.12
1.9338,0.4191069926,1470.21
1.934,0.4068214759,1470.3
1.9342,0.4062546445,1470.39
1.9344,0.3255179405,1470.48
1.9346,0.4219330155,1470.57
1.9348,0.3547733934,1470.66
1.935,0.4018900678,1470.75
1.9352,0.2425855913,1470.84
1.9354,0.2926808936,1470.93
1.9356,0.3238612625,1471.02
1.9358,0.3354850706,1471.11
1.936,0.3362794906,1471.2
1.9362,0.3401857628,1471.29
1.9364,0.2520554387,1471.38
1.9366,0.2819597646,1471.47
1.9368,0.2414081236,1471.56
1.937,0.189949314,1471.65
1.9372,0.1536413517,1471.74
1.9374,0.1616716906,1471.83
1.9376,0.1897774213,1471.92
1.9378,0.1625056976,1472.01
1.938,0.2078379428,1472.1
1.9382,0.1173556343,1472.19
1.9384,0.1187130613,1472.28
1.9386,0.03680666545,1472.37
1.9388,0.04758955097,1472.46
1.939,0.1135591945,1472.55
1.9392,0.04408534105,1472.64
1.9394,0.01622118394,1472.73
1.9396,-0.002416848513,1472.82
1.9398,-0.1218256858,1472.91
1.94,-0.01651880583,1473
1.9402,-0.04918333868,1473.09
1.9404,-0.1033766886,1473.18
1.9406,-0.1092119404,1473.27
1.9408,-0.1300676438,1473.36
1.941,-0.1710188863,1473.45
1.9412,-0.1399533856,1473.54
1.9414,-0.2290254886,1473.63
1.9416,-0.224046884,1473.72
1.9418,-0.2239813377,1473.81
1.942,-0.2373774327,1473.9
1.9422,-0.2625746043,1473.99
1.9424,-0.3184033241,1474.08
1.9426,-0.312082531,1474.17
1.9428,-0.2840073131,1474.26
1.943,-0.3276710044,1474.35
1.9432,-0.3107002331,1474.44
1.9434,-0.3736104567,1474.53
1.9436,-0.3562276235,1474.62
1.9438,-0.3581247416,1474.71
1.944,-0.3769003381,1474.8
